course_id,title,provider,provider_ukprn,town,postcode,region,level,course_type,course_type_label,study_mode,sectors,entry_routes,summary,website,profile_text,source,source_date
NCS-10001467-b935aa05-9e9b-4102-afe8-3c3872a8c618,CILEX Level 3 Certificate in Law and Practice (evening),CITY OF BRISTOL COLLEGE,10001467,Bristol,BS1 5UA,bristol,See provider,,Certificate,2,public_sector,school_leaver|apprenticeship,This part-time evening course is designed to give you a solid introduction to the legal profession. You will gain a recognised qualification to enable you to progress to a career in the legal sector o Type: Certificate,http://www.cityofbristol.ac.uk/courses/business-professional-services/law/cilex-level-3-certificate-in-law-and-practice-evening,CILEX Level 3 Certificate in Law and Practice (evening) | CITY OF BRISTOL COLLEGE | Bristol |  | Certificate |  | This part-time evening course is designed to give you a solid introduction to the legal profession. You will gain a recognised qualification to enable you to pr | public_sector,ncs_course_directory,2026-06
NCS-10001467-c562a230-194f-4fd6-a482-24ab18a84ae4,Circomedia BTEC Extended Diploma in Performing Arts Practice (Circus),CITY OF BRISTOL COLLEGE,10001467,Bristol,BS2 8SJ,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,"Discover the learning experience and opportunities you can expect from this course:

This course is free for 16-18 year olds, who can demonstrate some ability in physical or performance disciplines  Type: BTEC",https://www.cityofbristol.ac.uk/courses/btec-extended-diploma-in-performing-arts-practice-circus/,"Circomedia BTEC Extended Diploma in Performing Arts Practice (Circus) | CITY OF BRISTOL COLLEGE | Bristol |  | BTEC |  | Discover the learning experience and opportunities you can expect from this course:

This course is free for 16-18 year olds, who can demonstrate some ability | business_professional",ncs_course_directory,2026-06
NCS-10001467-5c52d8e2-c09d-44c1-8893-9c79911e0eaa,Construction and the Built Environment - BTEC 90 Credit Diploma,CITY OF BRISTOL COLLEGE,10001467,Bristol,BS7 9BU,bristol,See provider,,BTEC,1,agri_tech_food,school_leaver|apprenticeship,"This course is ideal for those who wish to pursue a career in architecture, project management, quantity surveying amongst other construction industryprofessional/management positions or into higher e Type: BTEC",http://www.cityofbristol.ac.uk/courses/construction/construction-management/construction-and-the-built-environment-btec-90-credit-diploma,"Construction and the Built Environment - BTEC 90 Credit Diploma | CITY OF BRISTOL COLLEGE | Bristol |  | BTEC |  | This course is ideal for those who wish to pursue a career in architecture, project management, quantity surveying amongst other construction industryprofession | agri_tech_food",ncs_course_directory,2026-06
NCS-10001467-02061417-af0e-4b21-a3bf-6642d0317f4a,Health and Social Care (Level 3),CITY OF BRISTOL COLLEGE,10001467,Bristol,BS1 5UA,bristol,See provider,4,Free Courses for Jobs,1,health_care,school_leaver|apprenticeship,Are you are interested in a career in health and social care such as social work or nursing? Thiscourse has been designed to give you in-depth knowledge of health and social care and develop your skil Type: Free Courses for Jobs,http://www.cityofbristol.ac.uk/courses/health-social-care-childcare/healthcare/health-and-social-care-level-3,Health and Social Care (Level 3) | CITY OF BRISTOL COLLEGE | Bristol |  | Free Courses for Jobs |  | Are you are interested in a career in health and social care such as social work or nursing? Thiscourse has been designed to give you in-depth knowledge of heal | health_care,ncs_course_directory,2026-06
NCS-10001467-8c7afb88-e469-42b6-980e-772ea76c8bf5,Hospitality BTEC 90 Credit Diploma,CITY OF BRISTOL COLLEGE,10001467,Bristol,BS1 5UA,bristol,See provider,4,Free Courses for Jobs,1,hospitality_tourism,school_leaver|apprenticeship,The course is designed for enthusiastic youngpeople that want to learn and develop their knowledge and skills to progress to a career in the Hospitality industry or on to University. Type: Free Courses for Jobs,http://www.cityofbristol.ac.uk/courses/catering-hospitality/hospitality/hospitality-btec-90-credit-diploma,Hospitality BTEC 90 Credit Diploma | CITY OF BRISTOL COLLEGE | Bristol |  | Free Courses for Jobs |  | The course is designed for enthusiastic youngpeople that want to learn and develop their knowledge and skills to progress to a career in the Hospitality industr | hospitality_tourism,ncs_course_directory,2026-06
NCS-10001467-54f84481-d63c-4ecb-a25b-cc0ff2add455,Legal Studies Level 2 Diploma,CITY OF BRISTOL COLLEGE,10001467,Bristol,BS1 5UA,bristol,See provider,,Diploma,1,public_sector,school_leaver|apprenticeship,This full-time course is designed to give you a solid introduction to the legal profession. You will gain a recognised qualification to enable you to progress to a career in the legal sector or contin Type: Diploma,http://www.cityofbristol.ac.uk/courses/business-professional-services/law/legal-studies-level-2-diploma,Legal Studies Level 2 Diploma | CITY OF BRISTOL COLLEGE | Bristol |  | Diploma |  | This full-time course is designed to give you a solid introduction to the legal profession. You will gain a recognised qualification to enable you to progress t | public_sector,ncs_course_directory,2026-06
NCS-10001467-11a78349-1439-4195-93ec-8f6ddb80d82d,Preparing to Work in Adult Social Care,CITY OF BRISTOL COLLEGE,10001467,Bristol,BS7 9BU,bristol,See provider,4,Free Courses for Jobs,2,health_care,school_leaver|apprenticeship,Are you interested in working in Adult Social Care? This part-time one year course is for those who wish to develop their knowledge and employability skills to prepare to work with adults in social ca Type: Free Courses for Jobs,http://www.cityofbristol.ac.uk/courses/health-social-care-childcare/social-care/preparing-to-work-in-adult-social-care,Preparing to Work in Adult Social Care | CITY OF BRISTOL COLLEGE | Bristol |  | Free Courses for Jobs |  | Are you interested in working in Adult Social Care? This part-time one year course is for those who wish to develop their knowledge and employability skills to  | health_care,ncs_course_directory,2026-06
NCS-10001467-49c50d16-a717-4817-85fc-b5d7379acedd,Skills for Retail,CITY OF BRISTOL COLLEGE,10001467,Bristol,BS1 5UA,bristol,See provider,,FE / HE course,1,hospitality_retail,school_leaver|apprenticeship,Would you like to work in retail?--On this course you will----Develop your communication & customer service skills.--Learnhow to handle cash & debit cards andhow to manage stock.--Learn how touse your Type: FE / HE course,http://www.cityofbristol.ac.uk/courses/business-professional-services/business/skills-for-retail,Skills for Retail | CITY OF BRISTOL COLLEGE | Bristol |  | FE / HE course |  | Would you like to work in retail?--On this course you will----Develop your communication & customer service skills.--Learnhow to handle cash & debit cards andho | hospitality_retail,ncs_course_directory,2026-06
NCS-10001467-da929ae0-b401-4caf-8e97-fd3d42def43a,"T Level Construction - Design, Surveying and Planning for Construction",CITY OF BRISTOL COLLEGE,10001467,Bristol,BS14 0DB,bristol,See provider,2,T Level,1,creative_events|construction_green,school_leaver|apprenticeship,"You'll learn specific topics in design, surveying and planning:

Project management
Budgeting and resource allocation
Procurement
Risk management

In addition to the core content, each student  Type: T Level",https://www.cityofbristol.ac.uk/,"T Level Construction - Design, Surveying and Planning for Construction | CITY OF BRISTOL COLLEGE | Bristol |  | T Level |  | You'll learn specific topics in design, surveying and planning:

Project management
Budgeting and resource allocation
Procurement
Risk management

In add | creative_events construction_green",ncs_course_directory,2026-06
NCS-10001467-9d8b3980-71a0-4eff-a176-497f4724acfa,Travel and Tourism (Level 3) Diploma,CITY OF BRISTOL COLLEGE,10001467,Bristol,BS1 5UA,bristol,See provider,4,Free Courses for Jobs,1,hospitality_tourism,school_leaver|apprenticeship,You will immerse yourself in a wide range of highly regarded travel and tourism related activities and study. It offers the opportunity to explore the hugely exciting variety of employment opportuniti Type: Free Courses for Jobs,http://www.cityofbristol.ac.uk/courses/travel-tourism/travel-and-tourism-level-3-diploma,Travel and Tourism (Level 3) Diploma | CITY OF BRISTOL COLLEGE | Bristol |  | Free Courses for Jobs |  | You will immerse yourself in a wide range of highly regarded travel and tourism related activities and study. It offers the opportunity to explore the hugely ex | hospitality_tourism,ncs_course_directory,2026-06
NCS-10036178-b8a74cf0-63b7-47ba-a03e-82689110ee1e,Pearson BTEC Level 3 NationalDiploma in Performing Arts,CLEVEDON SCHOOL,10036178,Clevedon,BS21 6AH,bristol,See provider,,BTEC,1,business_professional,school_leaver|apprenticeship,Contact provider for more information as this may not be up to date course information Type: BTEC,http://www.clevedonschool.org.uk/Sixthform/How-To-Apply/,Pearson BTEC Level 3 NationalDiploma in Performing Arts | CLEVEDON SCHOOL | Clevedon |  | BTEC |  | Contact provider for more information as this may not be up to date course information | business_professional,ncs_course_directory,2026-06
NCS-10035130-72633f6c-770d-42b1-b3a4-98bbb11a6e1f,Alternative Academic Qualification BTEC National in Health and Social Care (Extended Certificate),COTHAM SCHOOL,10035130,Bristol,BS6 6DT,bristol,See provider,,BTEC,1,health_care,school_leaver|apprenticeship,For details see: https://www.nbp16c.org.uk/Health-and-social-care-BTEC-level-3-Subsidiary-Dip/ Type: BTEC,http://www.nbp16c.org.uk/Health-and-social-care-BTEC-level-3-Subsidiary-Dip/,Alternative Academic Qualification BTEC National in Health and Social Care (Extended Certificate) | COTHAM SCHOOL | Bristol |  | BTEC |  | For details see: https://www.nbp16c.org.uk/Health-and-social-care-BTEC-level-3-Subsidiary-Dip/ | health_care,ncs_course_directory,2026-06
NCS-10040624-4487bb64-2532-41e3-a93b-027b93de50e4,Computer Science,DOWNEND SCHOOL,10040624,Bristol,BS16 6XA,bristol,See provider,,FE / HE course,1,cyber_digital|aerospace_manufacturing,school_leaver|apprenticeship,"Computer Science is a practical subject where learners can apply the principles learned within the classroom to real world digital systems.

You will study computing principles such as the internal  Type: FE / HE course",https://www.downend.com/About/Sixth-Form-Apply/,"Computer Science | DOWNEND SCHOOL | Bristol |  | FE / HE course |  | Computer Science is a practical subject where learners can apply the principles learned within the classroom to real world digital systems.

You will study co | cyber_digital aerospace_manufacturing",ncs_course_directory,2026-06
NCS-10021051-affbdee1-71a1-438f-9271-84845d67b8d5,Business - Cambridge Technical Extended Certificate,JOHN CABOT ACADEMY,10021051,Bristol,BS15 8BD,bristol,See provider,,Certificate,1,business_professional,school_leaver|apprenticeship,Students looking to enter into post 16 education Type: Certificate,https://post16.clf.uk/find-courses-apply/a-z-of-courses/,Business - Cambridge Technical Extended Certificate | JOHN CABOT ACADEMY | Bristol |  | Certificate |  | Students looking to enter into post 16 education | business_professional,ncs_course_directory,2026-06
NCS-10000446-9349ffd2-2fec-4bd9-8767-d71a594f5f1b,AAT AQ2016 Advanced Diploma - Indirect Tax (IDRX),Kaplan Talent Partners,10000446,"Temple Quay, Avon St",BS2 0PS,bristol,See provider,,Diploma,2,business_professional,school_leaver|apprenticeship,"Kaplan's Advanced Diploma in Accounting covers a range of complex accounting tasks, including maintaining cost accounting records and the preparation of reports and returns. You'll learn and master a  Type: Diploma",http://financial.kaplan.co.uk/TrainingandQuals/Accountancy/AAT/Pages/default.aspx,"AAT AQ2016 Advanced Diploma - Indirect Tax (IDRX) | Kaplan Talent Partners | Temple Quay, Avon St |  | Diploma |  | Kaplan's Advanced Diploma in Accounting covers a range of complex accounting tasks, including maintaining cost accounting records and the preparation of reports | business_professional",ncs_course_directory,2026-06
NCS-10000446-38b50722-51dc-4600-a147-5f1f9ef39d5c,AAT AQ2016 Foundation - Foundation Synoptic Assessment/Working Effectively in Finance (FSYA & WEFN),Kaplan Talent Partners,10000446,"Temple Quay, Avon St",BS2 0PS,bristol,See provider,,FE / HE course,2,business_professional,school_leaver|apprenticeship,"kaplan's Foundation Synoptic Assessment (FSYA) courses all cover the syllabus areas relating to the Work Effectively in Finance (WEFN) unit, which is assessed only as part of the synoptic exam. They a Type: FE / HE course",http://financial.kaplan.co.uk/TrainingandQuals/Accountancy/AAT/Pages/default.aspx,"AAT AQ2016 Foundation - Foundation Synoptic Assessment/Working Effectively in Finance (FSYA & WEFN) | Kaplan Talent Partners | Temple Quay, Avon St |  | FE / HE course |  | kaplan's Foundation Synoptic Assessment (FSYA) courses all cover the syllabus areas relating to the Work Effectively in Finance (WEFN) unit, which is assessed o | business_professional",ncs_course_directory,2026-06
NCS-10000446-eb32f36f-08bb-41f9-81a8-1803de0ca128,"CIMA Certificate BA4 - FECB - Fundamentals of Ethics, Corporate Governance & Business Law",Kaplan Talent Partners,10000446,"Temple Quay, Avon St",BS2 0PS,bristol,See provider,,Certificate,2,public_sector|business_professional,school_leaver|apprenticeship,Kaplan's CIMA BA4 course aims to support you in passing your exam and help you to gain the skills you need for a successful career in accountancy.  You'll work through a structured study schedule targ Type: Certificate,http://financial.kaplan.co.uk/TRAININGANDQUALS/ACCOUNTANCY/cima/certificate-level/Pages/classroom-courses.aspx,"CIMA Certificate BA4 - FECB - Fundamentals of Ethics, Corporate Governance & Business Law | Kaplan Talent Partners | Temple Quay, Avon St |  | Certificate |  | Kaplan's CIMA BA4 course aims to support you in passing your exam and help you to gain the skills you need for a successful career in accountancy.  You'll work  | public_sector business_professional",ncs_course_directory,2026-06
NCS-10065195-df400ae7-87d0-443c-8821-b222144eaa6f,A Level Business Studies,PATCHWAY COMMUNITY SCHOOL,10065195,Bristol,BS32 4AJ,bristol,See provider,,A Level,1,business_professional,school_leaver|apprenticeship,"People who have ever wondered.
 Why Adele and Andy Murray earn more money than the Prime Minister?
 How Primark sell clothes so cheaply?
 Why are more flowers sold on a Monday?
Business provides a Type: A Level",http://www.olympustrust.co.uk/post-16/a-z-of-courses,"A Level Business Studies | PATCHWAY COMMUNITY SCHOOL | Bristol |  | A Level |  | People who have ever wondered.
 Why Adele and Andy Murray earn more money than the Prime Minister?
 How Primark sell clothes so cheaply?
 Why are more flower | business_professional",ncs_course_directory,2026-06
NCS-10024554-1c2f4277-1eda-4057-b462-2cabbc633cee,Diploma in Residential Surveying and Valuation,SAVA LIMITED,10024554,Bristol,BS1 6HY,bristol,See provider,,Diploma,2,construction_green,school_leaver|apprenticeship,"The course teaches you everything you need to become a competent residential surveyor with no previous experience. Therefore, it is suitable for anyone to undertake, however a background in the proper Type: Diploma",https://sava.co.uk/qualifications/diploma-in-residential-surveying-valuation/,"Diploma in Residential Surveying and Valuation | SAVA LIMITED | Bristol |  | Diploma |  | The course teaches you everything you need to become a competent residential surveyor with no previous experience. Therefore, it is suitable for anyone to under | construction_green",ncs_course_directory,2026-06
NCS-10036143-91aefa53-60a8-4a4f-8a96-b39b645537e2,AQA A Level Business L3 - Yr 1,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,AQA A Level Business L3 - Yr 1 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | business_professional,ncs_course_directory,2026-06
NCS-10036143-a564ab6c-0975-4e36-b283-dece1c5e8ef1,AQA A Level Economics L3 - Yr 1,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,AQA A Level Economics L3 - Yr 1 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | business_professional,ncs_course_directory,2026-06
NCS-10036143-95ead1f0-4805-48cf-b234-e301539d3cc7,AQA A Level Psychology L3 - Yr 1,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,AQA A Level Psychology L3 - Yr 1 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | business_professional,ncs_course_directory,2026-06
NCS-10036143-a3683e14-4a54-4e6a-9c43-fa689bf7cb5f,AQA A Level Sociology L3 - Yr 1,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,business_professional,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,AQA A Level Sociology L3 - Yr 1 | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | business_professional,ncs_course_directory,2026-06
NCS-10036143-48032ea9-8fa4-49a5-8e49-7187b416894e,AQA Certificate in Mathematical Studies L3 (Core Maths),SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,aerospace_manufacturing|cyber_digital,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,AQA Certificate in Mathematical Studies L3 (Core Maths) | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | aerospace_manufacturing cyber_digital,ncs_course_directory,2026-06
NCS-10036143-42947cd6-5dab-4a73-a211-e82f7a1deb69,ASCENTIS Access to Higher Education Diploma: Humanities Pathway,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,education_training,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,ASCENTIS Access to Higher Education Diploma: Humanities Pathway | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | education_training,ncs_course_directory,2026-06
NCS-10036143-12572f73-25c9-48ed-9e7d-d4b963505cba,ASCENTIS Access to Higher Education Diploma: Science Pathway,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,education_training|aerospace_manufacturing|cyber_digital,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,ASCENTIS Access to Higher Education Diploma: Science Pathway | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | education_training aerospace_manufacturing cyber_digital,ncs_course_directory,2026-06
NCS-10036143-21b8f1a8-66b8-4a98-b154-8849d22e4124,Access to Higher Education Diploma: Engineering,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,10036143,Filton,BS34 7AT,bristol,See provider,4,Free Courses for Jobs,1,aerospace_manufacturing|education_training,school_leaver|apprenticeship,Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then formal qualifications that are a prerequisi Type: Free Courses for Jobs,https://sgscol.ac.uk,Access to Higher Education Diploma: Engineering | SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE | Filton |  | Free Courses for Jobs |  | Most full-time courses at SGS are for learners aged 16-18 with some provision available for those aged 14 plus on request.  If you are aged 19 and over then for | aerospace_manufacturing education_training,ncs_course_directory,2026-06
